text,disaster_type
"#NEPAL  Death toll now over 4,000",earthquake
"Too soon? ""Oh my: Harry Reid says GOP budget is âno more balanced than the earthquakes theyâve had in Nepalâ"" http://t.co/bJ6ihTKNdu",earthquake
"[ITAR-TASS Eng] Russian rescue team arrives in Nepal: KATHMANDU, April 29. /TASS/. A team of rescuers and medi... http://t.co/sd67wE24Q9",earthquake
RT @iSupportNamo: Ramdev Baba will adopt 500 children Nepal who have lost their parents.. We thank Patanjali for their immense service.,earthquake
Techbytes: Tech Giants Lend a Hand After Nepal Earthquake Disaster - ABC News http://t.co/qoDvhtF2fX #Technology,earthquake
RT @jkrizanek: Stibo Systems Supporting Victims of #Nepal Earthquake http://t.co/6SP6wnRLcX @charitywater,earthquake
God Bless Nepal... let us pray for the victims of this tragedy. http://t.co/gBxTOfN9Bo,earthquake
#NZ Nepal earthquake: Race is on to rescue climbers from Everest before supplies run out http://t.co/rt2KPLuYkp #Herald,earthquake
IsraAID - Emergency Relief for Earthquake Struck Nepal http://t.co/QiaOh8AzLv,earthquake
RT @SteepSkiing: Our good friends at @larkburger are donating 10% of revenue today to earthquake relief in Nepal. Go get an Ahi burger and â¦,earthquake
RT @UofT: #UofT extends its condolences to those in #Nepal. Services are available to students and staff affected: http://t.co/KXywyHy1XO,earthquake
#Kashmir Better Knows Relief Work Of NDRF&amp;Indian Army. They Are Not Meant To Hlp People But Promoting &amp; Accumulating Bills. #NepalEarthquake,earthquake
Help collect information on the Nepal Earthquake  http://t.co/gjVIlX1s2f #culturalheritage #culturalsites,earthquake
RT @maulinshah9: #NepalQuake :  -Total 33 tremors in last 24 Hours. -Minor cracks are found on Pashupatinath temple. -#EarthQuakeAgain on 1â¦,earthquake
Raw: Man rescued from building in Nepal http://t.co/th00RMLYEO #news,earthquake
"After devastating Nepal earthquake, charities relay stories http://t.co/yE3oVQmkXD",earthquake
"RT @oxfamgb: We're in Nepal aiming to help 350,000 people hit by the earthquake, providing clean water, toilets &amp; shelter.  https://t.co/9qâ¦",earthquake
"Rescue team of Pakistan Army, highly specialized for rescue during natural disasters sent to Nepal #PakArmyReliefEfforts",earthquake
New #Earthquake mb 4.5 NEPAL: Magnitude   mb 4.5 Region   NEPAL Date time   2015-04-26 08:46:15.7 UTC Location... http://t.co/ezivkrMieW,earthquake
@ninadobrev @DirectRelief Help the people of Nepal. They need us.,earthquake
Nepal quake: Key information known at this time: The death toll climbed and aftershocks continued a day after ... http://t.co/krAV2bfysK,earthquake
RT @Mandakinigahlot: Our reporter in a village close to epicentre is reporting villagers haven't seen a single rescue or relief worker in 5â¦,earthquake
"RT @BBCBreaking: UK government giving Â£5m to help response to Nepal earthquake, which has killed more than 2,300 people http://t.co/Tjd2KpOâ¦",earthquake
"RT @BBCBreaking: Aftershock in Kathmandu region measured 6.7 magnitude, US Geological Survey says http://t.co/xoixJwvUcW",earthquake
RT @redcrossny: Follow @federation (#IFRC) for information on global #RedCross response to #NepalEarthquake,earthquake
"RT @NargisFakhri: CNN: 7.8 magnitude earthquake slams Nepal, some 600 dead, authorities say http://t.co/nILksoYF0R",earthquake
Horrifying situation as death toll rises above 2300. Pakistan sending four C-130 aircraft to assist #NepalEarthquake http://t.co/7bTQlnRbRQ,earthquake
"Hearts go out to the nation of Nepal, may they find strength and support within each other to overcome tragedy .#NepalEarthquake",earthquake
RT @soccergods: Players ahead of Real Madrid-Almeria wearing âTodos con Nepalâ shirts. http://t.co/aHyYqWLrXi,earthquake
RT @IndianSanskriti: What WILLING &amp; ABLE Government + People can do! #Nepal #NepalEarthquake #NepalQuake #NepalQuakeRelief @narendramodi htâ¦,earthquake
"Tens of thousands of people in #Nepal camped out,fearful of going back to their homes in case of another earthquake. http://t.co/AGIIQ72js3",earthquake
RT @Komal_Indian: Bravo @JantaKaReporter ! Just launched and already doing grt job in uniting distressed ppl in India and Nepal ! Keep up tâ¦,earthquake
RT @JustineGreening: UK will deploy 3 @RoyalAirForceUK Chinook helicopters to help supplies &amp; people travel quickly to and from #Nepalâs reâ¦,earthquake
RT @pratyasharath: Beef Masala mus b relief material for the minority communities in Nepal. Sanghis wont let minorities eat in Nepal too. #â¦,earthquake
"@ibnlive Why can't China - a stinking rich country + Nepal's neighbour - send money, aid etc. What about the Red Amry helping out eh?",earthquake
"RT @ndtv: President Pranab Mukherjee speaks to Nepal President, assures fullest cooperation http://t.co/usNV2mhaLg http://t.co/hh5rsZ8K8s",earthquake
RT @Raheelk: For everyone in Nepal.  https://t.co/54YPD0W9WG,earthquake
Wow. That was one big earthquake in Nepal. :/,earthquake
RT @ameesha_patel: My prayers with  all in Nepal . Hope the earthquake does not leave too many casualties. Prayers w nepal,earthquake
RT @snobers: I'm praying for the people who were affected by a 7.9 #earthquake in #Kathmandu the pictures are really catastrophic. http://tâ¦,earthquake
RT @markturin: Imp. update: We're hosting all @UNOCHA #NepalQuake Situation Reports on #DigitalHimalaya http://t.co/8QlDndaMqi to speed up â¦,earthquake
RT @AnupamPkher: Dear God! Please give the people of Nepal the courage to deal with this tragedy. Dear World! Let's give Nepal all the loveâ¦,earthquake
Nepalâs Historic Architecture Destroyed By Earthquake http://t.co/fqTQTz12Nl http://t.co/gQTOHMf3yx,earthquake
"cnnbrk: U.S. forces rescued 30 people who were trapped in Nepal village after earthquake, U.S. ambas... http://t.co/MHVn8NGTZI #SriLanka",earthquake
RT @KirkDBorne: Visualizing the #NepalEarthquake - The Human Side of #DataScience: http://t.co/VcUE20cqfi #abdsc #BigData #DataViz http://tâ¦,earthquake
"Let's pray for everyone in Nepal, hope they will find their loved ones &lt;3",earthquake
RT @Himalayan_HTUK: The Trust has set up an emergency appeal fund #HTUKEarthquakeAppeal http://t.co/7EC8KuXjI5 Please donate to help #Nepalâ¦,earthquake
"RT @gasigict: @Geography_Emma @The_GA Emma, can you have a moments silent thought for all in Nepal today",earthquake
RT @thevirdas: We are at 10 Survival Kits for Nepal in just a few hrs :) My goal is 60. Let's get there soon! http://t.co/xJxEeRwoqZ http:/â¦,earthquake
RT @raggedtag: If you have a problem with India helping Nepal for whatever reasons - you are a douche. No actually  the douche is still useâ¦,earthquake
Nepal earthquake: Nine New Zealanders still unaccounted for http://t.co/W44ZgV4oAn via @nzherald,earthquake
RT @AP: The latest on Nepal earthquake: Dozens arrested for looting and spreading rumors about impending big quake http://t.co/pllrMZOXrT,earthquake
"RT @ermamaw: Stay strong, must be better more than this #PrayForNepal http://t.co/RvinShNJwQ",earthquake
RT @JohnKerry: Just announced U.S. Is providing an additional $9 million for #NepalEarthquake response and recovery efforts. #WeStandwithNeâ¦,earthquake
RT @shahid_siddiqui: Appreciate d initiative taken by @narendramodi to help Nepal  This is what makes a nation great. Our moral authority gâ¦,earthquake
"RT @Ajit_Doval: {à¥}- There Is NoBody , Helping People In The Villages :: People Are Dying , Where They Are- à¥¥à¥à¥¥ #ABGurung {#NepaleseSoldierâ¦",earthquake
"Nepal Earthquake Situation Makes Me Speechless: Sushmita Sen: ""I know people go on social networks to express their sadness but I was...",earthquake
http://t.co/abbtrs8RTk I AM STREAMING THE EMERGENCY COMMUNICATIONS FROM NEPAL.. http://t.co/mWNaOH1aCc,earthquake
RT @SkyNewsAust: #WATCH: Melbourne volunteer Jess Smith is caught up in the #NepalEarthquake and spoke to Sky News from Kathmandu. http://tâ¦,earthquake
"RT @prabudeepan: Dear tweeps: people of Nepal still need your help, amplify the voices of those on the ground to help with relief efforts. â¦",earthquake
"RT @SouleFacts: In Sindhupalchok alone, death reaches 1,300. 90% homes destroyed, desperate wait for help. https://t.co/OVcstUHoav  #NepalEâ¦",earthquake
RT @ieEntertainment: âRA.Oneâ director @anubhavsinha seeks assistance for house help stuck in quake-hit Nepal http://t.co/XG1izRmUY5 http:/â¦,earthquake
RT @kihonglee: I chose @SavetheChildren to support #Nepal earthquake relief. You can help too! http://t.co/UCX9WlSwRu,earthquake
RT @eoiktmnp: Buses leaving for Gorakhpur carrying stranded Indians from Tilganga bridge near Kathmandu Intl Airport @MEAIndia http://t.co/â¦,earthquake
RT @AFPphoto: Rescuers from Japan are seen in the historical centre of Kathmandu. By @AFP's @philippe_lopez. #NepalEarthquake http://t.co/Qâ¦,earthquake
"RT @RSS_Org: When Nepal was groaning in earthquake, Christian Missionaries were shamelessly selling Jesus http://t.co/GGWIur6rOh",earthquake
"Good morning friends. Busy day at work today. Just to remind that the people of Nepal are in need of your help, pl help generously.",earthquake
RT @UNCERF: $15M allocation fm @UNCERF means that critical life-saving work can be scaled up immediately @ValerieAmos #NepalQuake http://t.â¦,earthquake
RT @itsPrinceInsan: Salute 2 @derasachasauda chief @Gurmeetramrahim 4 his grt step 4 #Nepalquake victims #MSGHelpEarthquakeVictims... http:â¦,earthquake
RT @nepaliblogger: Nepal Government not even able to manage incoming Foreign Aid! http://t.co/H8O4iKMm7T,earthquake
Nepal's earthquake survivors are struggling to mourn the dead: Former Verge reporter Greg Sandoval has ... http://t.co/ArFrYHxTup @Verge,earthquake
RT @BlindDaley: 3 million children are in danger after #NepalEarthquake. Join us in helping @Unicef_UK keep them safe. Donate here: http://â¦,earthquake
"RT @PreetikaRules: May God bless Nepal n save all the souls there who are strugglin for their lives, n may the ones who lost their lives RIâ¦",earthquake
RT @nepathya_band: We can only feel and pray from a distant land. Our heart and mind is in Nepal...,earthquake
RT @TIME: Here are 6 ways you can give to Nepal Earthquake relief http://t.co/hyVKr2jm6m http://t.co/NFWM7jwuak,earthquake
RT @HEhearsmE:Twitter: .... please keep us o lord .bless my .#family .#friends .#prayers .#NepaLearthquake . @pahiirm http://t.co/bsuUc6XeXh,earthquake
RT @rahulkanwal: Here's the story. Pakistan sends beef masala as aid to quake hit Nepal! https://t.co/zjRGV6IpMY @mail_today,earthquake
"RT @kathmandupost: Death toll reaches 3,904 until 7 pm Monday, Nepal Police says. #NepalQuake #Nepal",earthquake
RT @rahulkanwal: Wi-fi services back on after 72 hours. Grocery stores too opening now. Kathmandu begins to put the pieces together. #himalâ¦,earthquake
"RT @Independent_ie: Officials are trying to contact with up to 50 Irish citizens in Nepal, which has been hit with strong aftershocks http:â¦",earthquake
"RT @preciousmm9397: [Special Event for BamBam's Birthday 2015/5/2] Dear,Kunpimook Bhuwakul has Donated for #NepalEarthquake with @UNICEF htâ¦",earthquake
"RT @MingNa: Hey @ATT, you're my provider. Are u doing text-to-donate $10 for #NepalEarthquake where 100% goes to charity (ie: UNICEF)? @TMoâ¦",earthquake
"#Nepal Earthquake :Before the great earthquake struck,Hinduism devotees killed 250,000 cowsâ¦ http://t.co/zwX90C2sCg",earthquake
RT @GAUAHAR_KHAN: Life is so unpredictable.. May Allah be wid d families who hav lost their loved 1s in Nepal n India..#Allah_reham... Pls.â¦,earthquake
"RT @AmbPeterBodde: A 58-member search/rescue team from Fairfax County arrives 4/27 w/our DART, a helicopter, medical assistance #WeStandwitâ¦",earthquake
RT @Dave_Steinbach: Something to reflect on over the next few days at #CBA9 - how can we link DRR and CBA in the wake of the #NepalEarthquaâ¦,earthquake
RT @mjdwarner: A PRAY FOR NEPAL by enrico barletta #Travel #Photography #TravelPhotography #PhotoOfTheDay http://t.co/R3hQCtucpC,earthquake
The death toll from the earthquake in Nepal is now above 1900 today as the world moves to provide aid.,earthquake
Nepal earthquake: Hamilton's Ross Prince describes bleak recovery work http://t.co/eK8e35feDi,earthquake
RT @preshitorian: Donate to Nepal via Oxfam: http://t.co/QYbgzEj5qY,earthquake
"RT @AFP: #BREAKING Nepal quake death toll reaches 5,057: official",earthquake
RT @decappeal: Â£5 can provide a family with clean water for a month. Text DEC to 70000 to donate Â£5 #NepalQuake http://t.co/da4dherZ3k,earthquake
"(#LosDelSonido) 81 Dead as 7.9 Quake Hits Nepal, Causing Big Damage: Many injuries have been reported.  (#IvanBerroa)",earthquake
Save the Children staff worked hard to deliver aid on Day 1 of #NepalQuake active response http://t.co/2ay7junnth http://t.co/w4NUZsspVc,earthquake
RT @Caradelevingne: You can help those affected by the devastating earthquake in Nepal here http://t.co/vTPfyaft13 @savechildrenuk,earthquake
RT @SalvArmyIHQ: Damaris Frick @SalvArmyIHQ taking part in #NepalEarthquake health cluster meeting in Kathmandu http://t.co/cUL57Z3L5o httpâ¦,earthquake
RT @Abramjee: Gift of the Givers to assist quake-stricken Nepal http://t.co/bjVooKCbwU,earthquake
Pray for Nepal and the team with Himalayan hardware.  Our prayers are with you.     Om mani Padme hum http://t.co/UYLAq02Sd0,earthquake
"RT @kashishds: Yoshadhara Mahabir, Patan - ppl drying traditional sukul after last nite's rain.Again- old houses down, new still up. http:/â¦",earthquake
hello dear brothers and sisters friend's..... pray for nepal http://t.co/Ql2c8tLZsY,earthquake
"Nepal earthquake: 'I just want to cry, all I feel is hurt' http://t.co/C5ncd1tQnX",earthquake
"RT @savechildrenuk: We're providing warm clothes, blankets &amp; hygiene kits to children in #Nepal - all thanks to your amazing support. http:â¦",earthquake
"RT @juellsy: #coinsforaustralia send all ur coins Aus has unconditionally given u &amp; send 2 Nepal, u may claim legal right 2 kill but ur r eâ¦",earthquake
"Around 50,000 Pregnant Women Affected From Quake in Nepal: UN http://t.co/bTAUnCX1Hr",earthquake
"RT @ima_NP25: Hahahaha :)) ""@TeamToDieFor: De Gea tweeted to encourage donations to Nepal and its just full of replies about a contract. Niâ¦",earthquake
"people giving,but what are corporations giving ?, vodafone,starbucks , HSBC and others who pay little tax in our country ? #NepalQuakeRelief",earthquake
RT @_kimsihyoung: pray for nepal........ May god protect them.... http://t.co/xPdxYBYSWQ,earthquake
Facebook safety check lets me check on my Nepali friends. Impressive! Hope Nitesh is fine! #NepalEarthquake http://t.co/KHNgsKMSja,earthquake
RT @RedCrossAU: Watch on @CNN - #RedCross discusses rescue efforts in Nepal: http://t.co/zspG1IEsqi #nepalearthquake @ICRC @Federation @nepâ¦,earthquake
RT @TheMahiraKhan: Heartbreaking to see the devastation in Nepal..,earthquake
RT @NepaliSalil: Today: the day the guardians of Kathmandu fell. 15th century king Pratap Malla's stone pillar. #NepalEarthquake http://t.câ¦,earthquake
"RT @firstpost: Nepal earthquake moves Kathmandu 10 feet south but Everest height unchanged, say experts http://t.co/n9hZBKjx8f http://t.co/â¦",earthquake
Death toll mounts as Nepal searches for earthquake survivors http://t.co/C4m2G4Vuav,earthquake
"RT @CBSDenver: #Nepal rocked by 6.7-magnitude aftershock: http://t.co/O09lsEW0dD  @AP: latest #earthquake death toll = 2,500.",earthquake
Ways to Help Nepal's Earthquake Victims: The following are some of the organizations providing relief in Nepal to thousands of victim...,earthquake
Precise information and visuals from outside ktm sorely missing. Casualties there must be much more than from the valley. #NepalEarthquake,earthquake
RT @vijayprashad: Nepal. So many dead. Such pain. http://t.co/yHPlmrS4uR,earthquake
RT @mascud_r: Let's pray for minimum life loss in  #NepalEarthquake .,earthquake
Another big jerk in kathmandu...i hope it stops soon. People stop ignoring and help us. Please even $1 helps...,earthquake
Apple opened its first showroom in kathmandu nepal last march 2014 http://t.co/2xd125pqt3 #business #startups,earthquake
4/25/2015 -- 7.8 magnitude earthquake in Nepal (India / China) -- Earthquake unrest obvious http://t.co/3oUAqPKuN3,earthquake
RT @IvanCNN: Residents of Kathmandu camped out under tarps for fear of aftershocks #NepalQuake http://t.co/negdlE11er,earthquake
RT @dandavats_com: Let us come together to pray for those affected by the earthquake in Nepal and India. ISKCON Nepal has set up a relâ¦ httâ¦,earthquake
RT @BBCtrending: Fake quakes: The false rumours spreading online about #NepalQuake http://t.co/hznFp1rhly http://t.co/BSWafWuhVM,earthquake
"RT @SpokespersonMoD: #NepalEarthquake Landing on uneven ground by IAF's MI 17 V5 at Simpani, near Pokhara. http://t.co/J73vUyKBVX",earthquake
"RT @CNN: Power is out in much of the region, but many are sharing scenes &amp; stories from inside Nepal: http://t.co/JP7yrMLiE2 http://t.co/wwâ¦",earthquake
"RT @nouisemia: Please pray for @1dnarrylovato she's in Nepal and they are affected by the earthquake. Please pray for her, her family and tâ¦",earthquake
RT @ResNetSH: New blog post: Local Nepal Earthquake Appeal -Video blog http://t.co/Ufdxkhhe7c,earthquake
RT @ILNewsFlash: The IDF field hospital established in Kathmandu is the biggest ever built by the Israeli military. (Channel 2) http://t.coâ¦,earthquake
RT @rdewan: 217 missing in Everest: http://t.co/dKIMzmq3rK #NepalQuake,earthquake
"RT @gmeiks: With everything else happening in Nepal, the Kathmandu Post is still covering other world news, including #Baltimore. http://t.â¦",earthquake
RT @sanpokh: Nepal is learning a lesson: large scale disasters also come with challenges to national security and sovereignty.+,earthquake
Can i just say we are so caught up in whats happening in Baltimore we are failing to recognize whats happening in Nepal.,earthquake
RT @whiskyandtartan: Appropriate that @shotofscotchnyc will be at #ScotchForACause tonight to benefit @GirlsGlasgow sisters in #Nepal ! httâ¦,earthquake
"RT @TheHindu: The #NepalEarthquake has triggered aftershocks Kolkata, North India and landslides in Sikkim http://t.co/nT4AhD0JIk http://t.â¦",earthquake
â@Ericssonpress: Ericsson Response now on the ground in #Nepal to support emergency and rescue effort. #TechnologyforGoodâ,earthquake
RT @ndtv: On board an Indian Air Force chopper mission in earthquake-hit Nepal http://t.co/nYVPRc8hx8 #NepalEarthquake http://t.co/kJKkm5kcâ¦,earthquake
"Nobody In Nepalâs Airport Control Tower, Relief Materials Turned Away http://t.co/nmiIPbzLIC",earthquake
RT @rayyykneee: Prolly only 5 people knows about Nepal's earthquake in my school.Smh. They're on Twitter 24/7 but they ignore it cuz it's nâ¦,earthquake
RT @DavidRomeiPHD: Definite ethical issues with using #women in #India #Nepal as #Israel's birthing agents. http://t.co/gRlHyTRVDl http://tâ¦,earthquake
This Nepal earthquake is horrible. á½£3,earthquake
RT @WKYT: US Green Berets join in Nepal earthquake relief http://t.co/qUyaXrKMAH,earthquake
RT @NepalDRR: Find the latest #NepalQuake Situation Report here: http://t.co/u7r2i01AiS,earthquake
"RT @hellomuku: All approx. 1200 houses have been collapsed in #Barpak #Gorkha, epicenter of #NepalQuake reports state radio reporter from #â¦",earthquake
"RT @Federation: To support the response to #NepalQuake, contact the RedCross or RedCrescent in your country, or donate through us at http:/â¦",earthquake
RT @ffxfirerescue: VA-TF1/USA-1 conducting search and rescue operations in Nepal. http://t.co/lNOhmBLX3e,earthquake
RT @LoverofJustice: I personally know the teams in Nepal that are working to help people. You can rest assured that every penny will... httâ¦,earthquake
RT @Newsweek: A 15-year-old boy is found alive in rubble 5 days after #NepalQuake http://t.co/EfUYBnfwcs http://t.co/yTZSDljKUS,earthquake
RT @DheerajGbc: Shiromani Gurudwara Prabandhak Commitie will send 25000 food packets from today to #Nepal #IndiaWithNepal http://t.co/sLdizâ¦,earthquake
"If you think Israel's Nepal aid is ""hasbara,"" you're missing a critical fact about Israel: it doesn't care about you https://t.co/b6S3Ozb4DG",earthquake
Bollywood Celebs Pray for Safety Post Nepal Earthquake: A strong earthquake measuring 7.9 on the Richter scale rocked Nepal at 11.41 am,earthquake
"RT @sonumb8: From sentry to carrying patients,  all Dessups involve themselves with dedication.TEAM BHUTAN#Nepal quake @BBSBhutan http://t.â¦",earthquake
"ICYMI: Read about this #Brampton woman's journey through #Nepal during the #earthquake that killed upwards of 4,000 http://t.co/sBPr4Tnlax",earthquake
RT @parthesh_99: Tourists from Gujarat stranded in Nepal or their kin can contact control room at Gandhinagar 079-23251900/902/907/908/914/â¦,earthquake
"To #Kathmandu and back: âEven now when I stand up, it feels as though the earth is movingâ. http://t.co/MBybCWve5o #NepalQuake",earthquake
RT @gautam_rode: My prayers n heart goes out to all the families in Nepal n India who have lost their loved ones..God bless their soul #Nepâ¦,earthquake
RT @RichardBarrow: Passengers on TG319 flight to Kathmandu arrived back at 1am. They will attempt again at 9:15am - TR @thapanee3miti http:â¦,earthquake
USTPAC sends our condolences to family and friends of #NepalQuake victims. How to help in the relief effort @nytimes http://t.co/9SFmZ9NoFS,earthquake
RT @RohitVBhardwaj: My heart goes out for India and Nepal . Praying for everyone's well being . Condolence for departed souls #RIP http://tâ¦,earthquake
VIDEO: Thousands sleep on Nepal streets,earthquake
The #NepalEarthquake and #RiotsInBaltimore are #publichealth #emergencies.,earthquake
RT @chuks_obodo: Old towns in Kathmandu valley devastated - Times of India: Times of IndiaOld towns in Kathmandu valley devasta... http://tâ¦,earthquake
"RT @OCHAAsiaPac: #NepalQuake Infographic: The numbers you need to know (26 April, 7:00pm) - http://t.co/NR6LOSAcHS http://t.co/QRLDSo20fo",earthquake
"Some good news out of Nepal, finally. Sharing a story from our friends at the @dzifoundation http://t.co/9AqlOgeizZ",earthquake
"Heartfelt prayers, support and healing love being sent to all, in Nepal. http://t.co/Iki2a96yiJ",earthquake
"Death toll in Nepal from quake jumps to 2,430, Home Affairs Ministry says. China, India deaths lift toll over 2,500. http://t.co/yKcXeCCqcy",earthquake
RT @adgpi: 18 Medical Teams being deployed in Nepal including 6 teams which have already reached #OpMaitri #NepalEarthquake http://t.co/amaâ¦,earthquake
RT @ooosh_ooosh: Where is Nepal's Prime Minister???? Anybody knows?,earthquake
Top TT #Portland (right now 81Âº Partly Cloudy)   â¯ #BaltimoreRiots  â¯ #MOTAVATORMONDAY  â¯ Nepal   via @disenowebccs!!,earthquake
"RT @NewIndianXpress: Key Facts About Nepal, Site of Magnitude-7.9 Quake http://t.co/IWcHevEQvb",earthquake
"RT @dipankar140: Nepal's tragedy has united the world, while Middle East wars are dividing the world.",earthquake
RT @FredZeppelin12: Thousands die in an earthquake in Nepal   One died in police custody   One story gets 24/7/365,earthquake
"RT @DanielVargoMD: So proud of @UofUSurgery stepping up for #NepalEarthquake. Safe travels for Courtney Scaife, MD and residents @KatieWRusâ¦",earthquake
Let's ALL help those poor people in Nepal. If you can't contribute $$$$...at least make a concerted effort to at least buy Nepalese Hashish.,earthquake
A whirlwind weekend: Ready to help in Nepal and rescuing dogs from slaughter in China. Read more. http://t.co/MgzgvQSzCK via @HSIGlobal,earthquake
RT @deerhuntingdiva: prayers for Baltimore and Nepal,earthquake
RT @ahmadesseily: Even the biggest monutain on earth got angry! #NepalQuake,earthquake
"RT @Nepal_PM_Fund: For info on relief shelter in SANKHA PARK RINGROAD in ktm, contact Vishwaprakash Pandit on 9851031149 #NepalQuakeRelief â¦",earthquake
Watch @oxfamgb spokesperson Lisa Rutherford with the latest on the humanitarian situation in #Nepal http://t.co/5pX8OwBdQw,earthquake
"RT @ABC: UPDATE: At least 1,457 believed to be dead after massive earthquake strikes in Nepal: http://t.co/yXKpIsBixf http://t.co/1nhQ48MI2s",earthquake
Sad and sorry truth https://t.co/kurUSR9hy3,earthquake
MORE: Nepal quake is the worst temblor to hit the poor South Asian nation in over 80 years: http://t.co/trPMxzumXB Via @ap,earthquake
#NepalEarthquake #helplines for those searching yet.. http://t.co/NL2qO4W5lo,earthquake
RT @UNICEF: We've just launched a $50m appeal to get more lifesaving aid to children &amp; families affected by #NepalEarthquake: http://t.co/fâ¦,earthquake
RT @BopsieChroedar: Nepal Rescuers Struggle to Reach Quake Victims  via @josephjett #news http://t.co/K7CgZ8ins3,earthquake
"Explained: How safe are the 3,400 highrises in Delhi, Mumbai? | http://t.co/MChE0VXMoh #NepalEarthquake http://t.co/9qnp9rBCNz",earthquake
@broadsheet_ie please share: text EARTHQUAKE to 50300 to donate â¬4 to the relief effort in Nepal #umbrella,earthquake
"After Nepal Earthquake, PM Narendra Modi Calls Emergency Meet: 10 Developments: http://t.co/tGy1ChVxTX",earthquake
"Nepal's Hospitals Swamped as Number of Deaths Crosses 2,400-Mark, Thousands Injured: Overwhelmed doctors moved hundreds of patients o...",earthquake
RT @WB_WithRG: #IndiawithNepal 40 Member Army Engineer Task Force moved yesterday. Separate team to check Nepal's power grid. #ThankUArmy,earthquake
RT @thisisbwright: Please help @oxfamgb reach as many people as possible in Nepal. Text NEPAL5 to 70066 to donate Â£5 NOW. #NepalEarthquake,earthquake
RT @mercycorps: MT @Madonna: Rescue Nepal! Send support to the victims of the earthquake in Nepal. Join me by giving to @mercycorps: http:/â¦,earthquake
RT @impoornapatel: May god be with all the people of Nepal at this tough stage..but such is the fury of nature á½¡E #NepalEarthquake #StaySafeâ¦,earthquake
RT @MedShare2014: Want to help #disasterresponse in #NepalEarthquake?  Donate to @medshare,earthquake
"RT @MEAIndia: #IndiaWithNepal 22 tonnes of food packets, 120 large oxygen cylinders moved yesterday. More enroute today morning. http://t.câ¦",earthquake
RT @haaretzcom: At least eight dead at Mt. Everest after avalanche buries part of Nepal Everest base camp following earthquake http://t.co/â¦,earthquake
Ouch!!! Burnol moment for AAPturds https://t.co/IJi7CPcVjo,earthquake
"RT @madfreshrisa: And she's right. Prayers are nice and all, but Nepal needs help. As someone who comes from a place that constantly gets hâ¦",earthquake
RT @HONOUROURFORCES: Sending our prays to the people of Nepal a country that has given us the Amazing men in the Gurkhas  #NepalEarthquake â¦,earthquake
"RT @AP: MORE: Powerful, magnitude 6.7 aftershock rattles Kathmandu area of Nepal a day after devastating earthquake: http://t.co/cYwAIya5P1",earthquake
The Latest on Nepal: Protesters complain no aid reached them http://t.co/Q655vEXFa1 Free tool online http://t.co/J90dT28MyB,earthquake
"After Nepal Earthquake, Amitabh Bachchan Writes About His First Trip to the Country: Amitabh Bachchan later shot for films like Khuda...",earthquake
5 very informative maps of Nepalâs earthquake http://t.co/hH3Mu9SmVR,earthquake
"RT @lovinmyzayn_: He formed u , He made u , He will rescue you in Jesus's name Amen â¤ï¸ #PrayforNepal http://t.co/FUuF292m8M",earthquake
Thank you @united for your support to #Nepal for #NepalQuakeRelief.  https://t.co/leNcHHtjAr,earthquake
UPDATE: Statement from ABTA following the change in travel advice to Nepal.... http://t.co/cNH0j1RiWi,earthquake
RT @Focus_Taiwan: Taiwan rescue and medical team departs for quake-hit Nepal #NepalEarthquake http://t.co/4mcWfZSmDC http://t.co/AUh8bLNEEq,earthquake
"RT @_Sandhyaa: Because of the devastating earthquake,the people in Nepal have to sleep on the streets and parks #prayforNEPAL #Nepal http:/â¦",earthquake
#World: Rescuers still at work in Kathmandu at sunset: Rescuers are still at work in Kathman... http://t.co/R6Mj1owPXZ via .@TheNewsHype,earthquake
RT @SuwalPratistha: 1 RT WILL MEAN ALOT PLEASE DON'T IGNORE ? á½¤F #NEPAL http://t.co/jyBET8psgO,earthquake
RT @ShiwaniNeupane: The walls of Norvic hospital are cracked open #NepalEarthquake http://t.co/RKP4g0vAvM,earthquake
RT @TrulyMonica: RSS cadre leaving for relief efforts to Nepal. Things they do when our media is not looking. http://t.co/vDIRkGoLEr,earthquake
"Pls Share : Earthquake helpline at the Indian Embassy in Kathmandu-+977 98511 07021, +977 98511 35141",earthquake
RT @JigmeUgen: #SHAME: Open spaces in #Nepal limited &amp; cramped but #HyattRegency still exclusive for rich &amp; westerners #NepalQuake http://tâ¦,earthquake
Another useful #facility by #Facebook to help people affected by #earthquake #EarthquakeNepal #Disaster  https://t.co/HanJnPF5eC,earthquake
The key to Nepal's economy is ... water - http://t.co/di5A372aMW,earthquake
"RT @jejejejo: 7,9 SR earthquake and more than 1000 people died. Oh God #PrayForNepal #PrayForNepal #PrayforNepal",earthquake
RT @RotaryLondonSM: #RT Fantastic @rotary @ShelterBox Help for Nepal from @rotary So proud to be a #rotarian @rotarylondonsm @rotaryclive @â¦,earthquake
RT @arunmsk: An Indian in Nepal says Ramdev disappeared in the night without informing. That is his style. Ok. Did he escape in Salwar?,earthquake
They were enroute to #kathmandu from #raxaul by a bus. 12 people were travelling in a bus. they started at around 10am in the morning.,earthquake
"RT @earthquakeinfo: Earthquake - M 5.0 - 15km NNE of Nagarkot, Nepal http://t.co/qzsQSs6hvV",earthquake
RT @Karma_Paljor: Just got to know that some of the relief material sent from Sikkim to Nepal was taxed by Nepal customs ! Why ?? #NepalQuaâ¦,earthquake
